lat,lon,name,category,address
13.065471,80.2855855,Perarignar Anna Memorial,Historical Monument,", Chennai"
13.1203083,80.2852074,New Logos Telugu Lutheran Church,Church,"Kothandaraman Lane, Chennai"
12.983754,80.1948236,Kalyana Ganapathy Temple,Hindu Temple,", Chennai"
13.1055508,80.2084822,Sri Shenbaga Vinayagar Temple,Hindu Temple,", Chennai"
13.0284775,80.2469895,Bala Vinayagar Temple,Hindu Temple,", Chennai"
13.0566664,80.2227353,"St Alphonsa Syro Malabar Church, Kodambakkam",Church,", Chennai"
13.1022382,80.1004159,Holy Cross Sisters Convent,Church,", Chennai"
13.0911404,80.2275435,Madina Mosque,Mosque,", Chennai"
13.0119327,80.1973964,Little Mount Syro Malabar Church,Church,", Chennai"
13.0645638,80.2782359,Masjid d Qudusia,Mosque,", Chennai"
13.0476655,80.2451155,Om Sakthi Vinayagar Temple,Hindu Temple,"T Nagar, Chennai, Chennai"
13.048128,80.2459238,Devi Muthumariamman Temple,Hindu Temple,"Gopathy Narayana Road, Chennai"
13.0490327,80.2496348,Kamaraj Memorial,Historical Monument,", Chennai"
12.9685307,80.1990359,Vinayagar Temple,Hindu Temple,"Sreedharan Road, chennai"
12.9654724,80.1960379,Sri Ponniamman Koil,Hindu Temple,"Ponniamman Koil Street, chennai"
12.9676432,80.2014418,Lord Perumal and Anjaneyar Temple,Hindu Temple,"2nd main road, chennai"
12.9699486,80.2011722,Lord Vinayagar Temple,Hindu Temple,", chennai"
12.9661598,80.1972079,Sri Kalyana Kandhaswamy Temple,Hindu Temple,"Kalyana Kandasamy Koil Street, chennai"
12.9759493,80.2178529,Chennai Corporation Park,Park,"Vijayanagar 1st Main Road, Chennai"
13.0762826,80.2624103,Sri Lankan Maha Bodhi Society,Place of Worship,"Kenneth Lane, Chennai"
13.0160705,80.2592477,Sivaji Ganesan Memorial,Historical Monument,", Chennai"
12.9883898,80.1868089,Visa Temple,Hindu Temple,", Chennai"
13.0905776,80.2133985,Maagaaniamman Temple,Hindu Temple,"6th Main Road, Anna Nagar, Chennai"
12.9735804,80.2137168,Om Sri Sakthi Vinayagar Temple,Hindu Temple,", Chennai"
13.0772875,80.1974314,St. Peter & St.Paul's Orthodox Church,Church,", Chennai"
13.014411,80.2278856,Varasiddhi Vinayagar Temple,Hindu Temple,"West Mada Street, Chennai"
12.9119372,80.1421363,Gurudwara,Place of Worship,", Chennai"
13.0668847,80.2414517,park,Park,", Chennai"
12.9650235,80.1903252,Ayyappan Temple,Hindu Temple,", Chennai"
12.9618372,80.1961407,VempuliAmman Temple,Hindu Temple,"Vembuli Amman Koil St, Madipakkam,, சென்னை - Chennai"
13.1195054,80.1505598,CSI Church Ambattur,Church,", Chennai"
13.1100235,80.1521463,Divine Mercy Church,Church,", Chennai"
12.9767763,80.2228626,Temple,Hindu Temple,", Chennai"
13.0367688,80.2121157,Sri Navasakthi Pidari Kaliamman Kovil,Hindu Temple,"Dr Natesan Salai, Next to Police Training College, Zaffarkhanpet, Ashok Nagar, Chennai, Tamil Nadu, Chennai"
13.0268056,80.211305,Valampuri Vinayagar Temple,Hindu Temple,"14, S V Chidambara Road, Pari Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083, Chennai"
13.0262546,80.2100545,Arulmigu Chelliamman Thirukovil,Hindu Temple,"No. 65, Gangai Amman Koil St, West Jafferkhanpet, Chennai, Tamil Nadu 600083, Chennai"
13.0296267,80.2111252,Karpaga Vinayagar Temple,Hindu Temple,"R.V. Nagar, Mettuppalayam, Ashok Nagar, Chennai, Tamil Nadu 600083, Chennai"
