lat,lon,name,category,address
13.015101,80.1572127,"Tulsi Apartments, Gk Nagar",Apartment Complex,", Chennai"
13.0134292,80.1563398,Unnamed Apartment,Apartment Complex,", Chennai"
13.0133961,80.1565186,Unnamed Apartment,Apartment Complex,", Chennai"
13.0139795,80.1558412,Unnamed Apartment,Apartment Complex,", Chennai"
13.0133823,80.1557807,Unnamed Apartment,Apartment Complex,", Chennai"
13.0146106,80.1553406,Unnamed Apartment,Apartment Complex,", Chennai"
13.0146962,80.155519,Unnamed Apartment,Apartment Complex,", Chennai"
13.0131019,80.1618225,TVS Emerald Peninsula,Residential Apartment,", Chennai"
12.8413694,80.2074526,KGEH,Residential Apartment,", Chennai"
12.8413416,80.2076986,KGEH,Residential Apartment,", Chennai"
12.8413021,80.2079364,KGEH,Residential Apartment,", Chennai"
12.8412643,80.2081722,KGEH,Residential Apartment,", Chennai"
12.8412366,80.2084304,KGEH,Residential Apartment,", Chennai"
12.8417916,80.2074892,KGEH,Residential Apartment,", Chennai"
12.8417638,80.2077291,KGEH,Residential Apartment,", Chennai"
12.8417459,80.2079811,KGEH,Residential Apartment,", Chennai"
