objectid,x,y,lgd_state_,lgd_distri,pincode,schcd,schname,schmgt,schcat,schtype,rururb,school_cat,school_typ,stcode11,dtcode11,sdtcode11,sdtname,subdt_lgd,vilcode11,stname,dtname,vilname,management,location
86900,8921376.649902344,1458289.360900879,33,730,600074,33031402302,PUMS  Pozhichalur,1,2,3,1,Primary with Upper Primary,Co-education,33,787, ,Pallavaram,6629,629371,TAMIL NADU,Chengalpattu,Polichalur (CT),Department of Education,Rural
86932,8921392.457,1458355.3927001953,33,730,600074,33031402307,"Sri Selva Vignesh, Pozhichalur",5,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,629371,TAMIL NADU,Chengalpattu,Polichalur (CT),Pvt. Unaided (Recognized),Rural
87066,8921177.833496094,1458589.4757080078,33,730,600074,33031402304,"MARYA NIVAS MHSS, POZHICHALUR",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,629371,TAMIL NADU,Chengalpattu,Polichalur (CT),Pvt. Unaided (Recognized),Rural
87121,8921587.600524902,1458634.144897461,33,730,600074,33031402305,Sri Saradha Eshwar Vid.Mandir MHSS Pozhichalur,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,629371,TAMIL NADU,Chengalpattu,Polichalur (CT),Pvt. Unaided (Recognized),Rural
87262,8921388.895080566,1458836.5844726562,33,730,600074,33031402301,"ADWPS, Pozhichalur",2,1,3,1,Primary,Co-education,33,787, ,Pallavaram,6629,629371,TAMIL NADU,Chengalpattu,Polichalur (CT),Tribal Welfare Department,Rural
79954,8928325.435302734,1444094.1248779297,33,730,600130,33030605405,"HLC International School, Karanai",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Tiruporur,5958,629398,TAMIL NADU,Chengalpattu,Karanai,Pvt. Unaided (Recognized),Rural
80247,8927969.992126465,1444961.258728027,33,730,603103,33030600605,Athena Global School,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629377,TAMIL NADU,Chengalpattu,Ottiambakkam,Pvt. Unaided (Recognized),Rural
80870,8928251.073730469,1446672.6520996094,33,730,600126,33031402407,BVM International School,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629375,TAMIL NADU,Chengalpattu,Perumbakkam,Pvt. Unaided (Recognized),Rural
80964,8928149.105102539,1446911.321105957,33,730,600131,33031402406,"BVM Global School,Perumbakkam",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu,Perumbakkam,Pvt. Unaided (Recognized),Rural
81995,8928242.279,1449279.3920898438,33,730,600100,33031402405,"Bharathi Vidyalaya  Senior Secondary School, Perumbakkam",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629375,TAMIL NADU,Chengalpattu,Perumbakkam,Pvt. Unaided (Recognized),Rural
81513,8921956.735900879,1448303.6353149414,33,730,600064,33031404004,ZION MAT SCHOOL SEMBAKKAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629370,TAMIL NADU,Chengalpattu,Tiruvancheri (OG),Pvt. Unaided (Recognized),Urban
83444,8922001.152282715,1452282.0175170898,33,730,600064,33031403110,Olive public Matriculation Hr.sec. school,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803343,TAMIL NADU,Chengalpattu,Chitlapakkam (TP),Pvt. Unaided (Recognized),Urban
83471,8922002.822,1452364.368713379,33,730,600064,33031403106,JANS MATRICULATION HIGHER SECONDARY SCHOOL CHITLAPAKKAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803343,TAMIL NADU,Chengalpattu,Chitlapakkam (TP),Pvt. Unaided (Recognized),Urban
83475,8921944.490722656,1452377.960510254,33,730,600064,33031403103,Loyola MHSS Chitlabakkam ch-64,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803343,TAMIL NADU,Chengalpattu,Chitlapakkam (TP),Pvt. Unaided (Recognized),Urban
83528,8922141.192321777,1452471.962097168,33,730,600064,33031403109,ANNAI VIOLET MATRICULATION HIGHER SECONDARY SCHOOL CHITLAPAKKAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803343,TAMIL NADU,Chengalpattu,Chitlapakkam (TP),Pvt. Unaided (Recognized),Urban
84392,8922131.507507324,1454081.9171142578,33,730,600044,33030903274,"ST.MARK'S MATRICULATION HIGHER SECONDARY SCHOOL, CHROMEPET",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84951,8922089.540100098,1454997.9014892578,33,730,600044,33030903261,RENGA MEMORIAL NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85602,8922073.51,1456060.5900878906,33,730,600043,33030903208,MVN PS PALLAVARAM,4,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Government Aided,Urban
85642,8921956.067871094,1456138.953918457,33,730,600043,33030903292,"GARDEN NUR&PRI SCHOOL,PALLAVARAM",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
86105,8922061.264892578,1456928.773071289,33,730,600043,33030903219,BFM PS PALLAVARAM,4,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Government Aided,Urban
81984,8923273.868103027,1449245.9298706057,33,730,600126,33031403307,VANI MATRIC HSS,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,803348,TAMIL NADU,Chengalpattu,Madambakkam (TP),Pvt. Unaided (Recognized),Urban
82545,8923227.781677246,1450446.1411132812,33,730,600073,33031404013,"Sri Kanchi Mahaswami Vidya Mandir, Sembakkam",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82789,8923029.076,1450907.555,33,730,600073,33031404011,AS-SADIQ NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82852,8923173.346496582,1451048.492919922,33,730,600073,33031404016,Alpha International School,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82886,8923200.285888672,1451070.422,33,730,600073,33031404005,"ALPHA MATRICULATION HR. SEC. SCHOOL, SEMBAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
83997,8923321.846679688,1453325.072692871,33,730,600044,33030903262,"St.Don Bosco Matric HS,Chrompet",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84126,8923187.15,1453551.8040771484,33,730,600044,33030903275,"Green Valley Matric HS, Chrompet",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
80370,8928664.959716797,1445336.4843139648,33,730,600130,33031402506,THE PSBB MILLENNIUM SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Tiruporur,5958,629398,TAMIL NADU,Chengalpattu,Karanai,Pvt. Unaided (Recognized),Urban
80523,8929005.374694824,1445695.8425292969,33,730,600119,33031402505,ST PAUL'S MATRICULATION SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,629378,TAMIL NADU,Chengalpattu,Arasankalani,Pvt. Unaided (Recognized),Urban
80539,8928871.791,1445727.8159179688,33,730,600119,33031402504,"GOVERNMENT HIGHER SECONDARY SCHOOL,SEMMANCHERRY(SCB)",1,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,787,05703,Tambaram,5703,629378,TAMIL NADU,Chengalpattu,Arasankalani,Department of Education,Urban
80598,8928707.038513184,1445884.258728027,33,730,600100,33031402408,"PUPS, Perumbakkam",1,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629378,TAMIL NADU,Chengalpattu,Arasankalani,Department of Education,Rural
80865,8928524.474487305,1446655.0659179688,33,730,600126,33031402404,"GHS, Perumbakkam",1,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,629375,TAMIL NADU,Chengalpattu,Perumbakkam,Department of Education,Rural
81424,8928710.489318848,1448093.3906860352,33,730,600100,33031402411,"NPS International School, Perumbakkam",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629375,TAMIL NADU,Chengalpattu,Perumbakkam,Pvt. Unaided (Recognized),Rural
81546,8928581.470092773,1448371.928100586,33,730,600100,33031402409,SRI CHAITHANYA TECHNO SCHOOL,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629375,TAMIL NADU,Chengalpattu,Perumbakkam,Pvt. Unaided (Recognized),Rural
86068,8928906.745483398,1456874.2824707031,33,568,600042,33021001929,NAVADISHA MONTESSORI SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86285,8928832.829528809,1457256.6333007812,33,568,600042,33020901718,HINDU VIDYALAYA NURSERY AND PRIMARY SCHOOL,8,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Unrecognized,Urban
86607,8928988.676879883,1457809.5490722656,33,568,600042,33021001909,BALA SARAVANA VIDYALAYA MATRICULATION SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86693,8928450.447,1457960.9174804688,33,730,600088,33030903174,"UNITY MATRIC SCHOOL, ADAMBAKKAM",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86838,8928555.532714844,1458204.8220825195,33,568,600088,33020901714,ST MARK'S HIGH SCHOOL,4,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Government Aided,Urban
86839,8928555.532714844,1458204.8220825195,33,568,600088,33020901705,ST.MARK'S PRIMARY SCHOOL,4,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Government Aided,Urban
87349,8928957.173278809,1458938.4904785156,33,568,600042,33021001910,ST BRITTO'S ACADEMY,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87549,8928957.841308594,1459274.1427001953,33,568,600032,33020901107,PRAVEEN MEMORIAL  N&P SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87626,8928797.987,1459377.763671875,33,568,600088,33020901708,LITTLE FLOWER N&P SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87716,8928716.055297852,1459507.7763061523,33,568,600032,33020901302,BETA MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
81236,8925783.788696289,1447608.3833007812,33,730,600126,33031402603,SAMARITAN NURSERY & PRIMARY SCHOOL,5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,803348,TAMIL NADU,Chengalpattu,Madambakkam (TP),Pvt. Unaided (Recognized),Rural
81317,8925936.296325684,1447829.0167236328,33,730,600126,33031402606,GOVT HIGH SCHOOL SITHALAPAKKAM.,1,7,3,1,Upper Pr. and Secondary,Co-education,33,787,05703,Tambaram,5703,629376,TAMIL NADU,Chengalpattu,Sittalapakkam,Department of Education,Rural
83524,8925782.118896484,1452461.910888672,33,730,600117,33031401405,Sacred Heart MS,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629391,TAMIL NADU,Chengalpattu,Nanmangalam (OG),Pvt. Unaided (Recognized),Rural
85103,8925906.685302734,1455198.144897461,33,730,600117,33030903289,"Baalyaa NPS,Keelkatalai",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85105,8925914.255126953,1455204.6561279297,33,730,600117,33030904509,Baalyaa School (NIOS) Keelkattalai,5,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
79633,8924167.429504395,1443087.8303222656,33,730,600127,33031401101,PUPS Madurapakkam,1,1,3,1,Primary,Co-education,33,787, ,Tiruporur,5958,629397,TAMIL NADU,Chengalpattu,Ponmar,Department of Education,Rural
79739,8923444.520874023,1443472.622680664,33,730,600127,33030600303,SRI SHANMUKHA VIDHYALAYA,5,1,3,1,Primary,Co-education,33,787,05706,Chengalpattu,5706,629396,TAMIL NADU,Chengalpattu,Vengadamangalam,Pvt. Unaided (Recognized),Rural
79774,8924369.586,1443626.7694702148,33,730,600048,33030701702,"Christwood School, Venkadamangalam",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05706,Chengalpattu,5706,629396,TAMIL NADU,Chengalpattu,Vengadamangalam,Pvt. Unaided (Recognized),Rural
80540,8923952.694274902,1445735.2385253906,33,730,600126,33031401202,HORIZON INTERNATIONAL ACADEMY,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629366,TAMIL NADU,Chengalpattu,Agaramthen,Pvt. Unaided (Recognized),Rural
81352,8923370.382080078,1447911.2407226562,33,730,600126,33031403303,PUPS MADAMBAKKAM,1,1,3,2,Primary,Co-education,33,787,05703,Tambaram,5703,803348,TAMIL NADU,Chengalpattu,Madambakkam (TP),Department of Education,Urban
81533,8924324.167480469,1448328.4171142578,33,730,600100,33031403003,"St.Paul's Matriculation School, Vijayanagaram",5,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,803348,TAMIL NADU,Chengalpattu,Madambakkam (TP),Pvt. Unaided (Recognized),Rural
81543,8924028.280273438,1448363.4771118164,33,730,600126,33031403002,"AC MIDDLE School, Vengaivasal",4,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,803348,TAMIL NADU,Chengalpattu,Madambakkam (TP),Government Aided,Rural
81780,8923331.197692871,1448831.480895996,33,730,600126,33031403306,St John's MS Madambakkam,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,803348,TAMIL NADU,Chengalpattu,Madambakkam (TP),Pvt. Unaided (Recognized),Urban
81794,8923884.010314941,1448854.778503418,33,730,600073,33031403004,ABHIJAY NURSERY & PRIMARY SCHOOL,5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,803348,TAMIL NADU,Chengalpattu,Madambakkam (TP),Pvt. Unaided (Recognized),Rural
81846,8923456.988708496,1448976.1774902344,33,730,600126,33031403305,ZION MAT HSS MADAMBAKKAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803348,TAMIL NADU,Chengalpattu,Madambakkam (TP),Pvt. Unaided (Recognized),Urban
82550,8923508.529,1450464.985900879,33,730,600073,33031404010,M.A.V. VIDYASHRAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82558,8923770.018920898,1450473.323303223,33,730,600073,33031404009,BUNNIES VILLA NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82697,8923967.5,1450754.6248779297,33,730,600073,33031404006,"Boaz Public School,Sembakkam",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82704,8923861.634887695,1450773.9268798828,33,730,600073,33031404001,SHANTHINIKETAN MHSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82714,8923699.887695312,1450800.8806762695,33,730,600073,33031404007,"MIZPAH NURSERY & PRIMARY SCHOOL, RAJAKILPAKKAM",5,1,3,2,Primary,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82785,8923958.371704102,1450894.077697754,33,730,600073,33031404003,ST. MARYS MAT SCHOOL,5,2,3,2,Primary with Upper Primary,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
82796,8923635.322509766,1450916.5775146484,33,730,600073,33031404002,"Advent Christian Middle School, Sembakkam",4,2,3,2,Primary with Upper Primary,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Government Aided,Urban
82818,8923794.509277344,1450947.985900879,33,568,600042,33020901717,AGR GLOBAL SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Urban
84022,8923670.054077148,1453344.604675293,33,730,600044,33030903220,"SRI SATHYA SAI INSTITUTE OF EDUCARE, CHROMPET",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84519,8924466.879089355,1454323.161071777,33,730,600043,33030903299,Narayana E-techno schools,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84635,8924447.843322754,1454498.0415039062,33,730,600117,33030904501,"Srimathi Saraswathi Muthusamy Global School, Old Pallavaram",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84904,8923362.923706055,1454931.4204711914,33,730,600117,33030903286,"VELS VIDYASHRAM, PALLAVARAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84958,8923901.153320312,1455020.1760864258,33,730,600117,33030903250,"FATHIMA NURSERY & PRIMARY SCHOOL, OLD PALLAVARAM",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85176,8924446.841,1455328.3666992188,33,730,600117,33030903213,MPL HSS ZAMIN PALLAVARAM,3,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Local Body,Urban
85184,8924459.086730957,1455360.3510742188,33,730,600117,33030903212,MPL PS ZAMIN PALLAVARAM,3,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Local Body,Urban
85216,8923823.786315918,1455414.381896973,33,730,600117,33030903271,ST.VINCENT PALLOTTI MHSS ZAMIN PALLAVARAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85247,8924314.371276855,1455486.0045166016,33,730,600117,33030903278,HEBA MATRIC HIGHER SECONDARY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85384,8924404.985473633,1455717.2081298828,33,730,600117,33030903214,VELS VIDYASHRAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85590,8923929.539916992,1456047.1104736328,33,730,600043,33030903293,"THE WESLEYS' NURSERY AND PRIMARY SCHOOL, ZAMIN PALLAVARAM",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
86052,8924136.371520996,1456842.2963256836,33,730,600043,33031402703,"St.Joseph N & PS,Thirusoolam",5,1,3,1,Primary,Co-education,33,787, ,Pallavaram,6629,629372,TAMIL NADU,Chengalpattu,Tirusulam (CT),Pvt. Unaided (Recognized),Rural
86093,8923706.566894531,1456893.3599243164,33,730,600043,33031402701,PUMS THIRUSULAM,1,2,3,1,Primary with Upper Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Department of Education,Rural
85918,8930321.171081543,1456594.063,33,568,600042,33021001915,DAV PUBLIC SCHOOL VELACHERY,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
85922,8930040.089294434,1456612.568725586,33,568,600042,33020901710,"SHRI A GANESAN MAT HR SEC SCHOOL, VELACHERY.",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86117,8930397.536315918,1456969.0986938477,33,568,600042,33020901707,BETHEL MAT HSS VELACHERY,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86317,8930337.868896484,1457302.328491211,33,568,600042,33021001905,AKSHAYAH MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86671,8929986.544677734,1457911.6798706057,33,568,600042,33021001911,SRI RAJALAKSHMI MATRIC HR.SEC. SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86753,8929933.779296875,1458041.4570922852,33,568,600042,33021001902,CPS VELACHERY,3,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Local Body,Urban
86754,8929932.666,1458049.4541015625,33,568,600042,33021001912,CHSS VELACHERY,3,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Local Body,Urban
86917,8929892.813720703,1458326.8320922852,33,568,600042,33020901711,SIVASAKTHI MAT SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86931,8930032.408325195,1458354.3645019531,33,568,600042,33020901603,GHSS VELACHERY,1,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Department of Education,Urban
87138,8930145.286315918,1458682.926696777,33,568,600042,33020901207,GURU NANAK MATRIC. HR. SEC. SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Guindy,7169,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86548,8931951.111083984,1457677.7164916992,33,568,600113,33021002004,ARVIND MARTICULATION SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86556,8932165.735107422,1457698.736694336,33,568,600113,33021002001,CPS THARAMANI,3,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Local Body,Urban
86558,8932180.206481934,1457701.3643188477,33,568,600113,33021002014,ST.FRANCIS SAVIO NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87313,8931436.815124512,1458923.7529296875,33,568,600042,33020900911,KENDRIYA VIDYALAYA IIT CHENNAI (Code-1775),92,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Guindy,7169,,TAMIL NADU,Chennai, ,Kendriya Vidyalaya(KV),Urban
87785,8932165.401123047,1459626.7072753906,33,568,600036,33020900910,VANAVANI MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Guindy,7169,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86481,8934642.593688965,1457571.9310913086,33,568,600041,33021002104,CPS THIRUVANMIYUR,3,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Local Body,Urban
86500,8934606.080871582,1457607.2310791016,33,568,600041,33021002105,CHSS THIRUVANMIYUR,3,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Local Body,Urban
86634,8934566.563,1457872.0385131836,33,568,600041,33021002112,SRI KUMARAGURU VIDYALAYA NURSERY &PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86687,8934574.911499023,1457948.5795288086,33,568,600041,33021002113,CHILDREN'S PARADISE NURSERY  & PRIMARY SCHOOL METTU ST,5,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86827,8934542.406,1458175.1193237305,33,568,600041,33021002109,MANUELMONY MATRICULATION SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
